name,address,양파,대파,계란,밥,다진마늘,당근,청양고추,오이,우유,부추,베이컨,식빵,두부,애호박,감자,어묵,깻잎,참치,콩나물,양배추,스팸,김치,팽이버섯,치즈,무,토마토,라면,새우,돼지고기,비엔나소세지,순두부,떡볶이떡,캔옥수수
[간단 자취요리] 고소함과 짭짤함이 환상적인 구운 참치 주먹밥 만들기,https://www.10000recipe.com/recipe/6880142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 식빵 츄러스 레시피!달콤바삭한 꿀맛간식,https://www.10000recipe.com/recipe/6895633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"참치마요덮밥 만들기, 혼밥요리로 딱!",https://www.10000recipe.com/recipe/6879335,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
완전 초간단 초간편 시금치 스팸햄 볶음,https://www.10000recipe.com/recipe/6908099,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
<쉬운반찬>아삭한 배추나물무침!,https://www.10000recipe.com/recipe/6921849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
소자매의 최애메뉴 양배추 소고기된장국~!,https://www.10000recipe.com/recipe/6886431,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신전보다 맛있는 스팸마요 덮밥,https://www.10000recipe.com/recipe/6929691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cgv 레시피 공모전!!간단 치즈퀘사디아,https://www.10000recipe.com/recipe/6860827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
어디 가져가든 대박나는 미니치즈케익~,https://www.10000recipe.com/recipe/6882939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
(입맛 살리는 초간단 면요리) 새콤달콤 비빔국수,https://www.10000recipe.com/recipe/6865170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
【초간단】갈릭버터새우 만들기~,https://www.10000recipe.com/recipe/6895082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
전자렌지로 초간단 한끼식사 '계란햄밥'만들기,https://www.10000recipe.com/recipe/6916103,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"오징어,양파만 있으면 끝! 매콤 양파 오징어덮밥 만들기 :)",https://www.10000recipe.com/recipe/6832866,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
건강한 맛~쉬우면서 맛은 보장!! 브로콜리무침*^^*,https://www.10000recipe.com/recipe/6903689,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매운참치밥,https://www.10000recipe.com/recipe/6885817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"오징어간장조림 만드는 법, 아이 반찬으로도 좋고 간단한 술안주로도 좋은 짭조름한 오징어 요리",https://www.10000recipe.com/recipe/6884022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
두부덮밥 만드는 법 마파두부가 아닌 간장소스로 ~,https://www.10000recipe.com/recipe/6865947,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양파계란덮밥,https://www.10000recipe.com/recipe/6888589,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
색다른 한그릇! 동남아풍 돼지고기 시금치덮밥,https://www.10000recipe.com/recipe/6850871,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
백종원 마늘볶음밥 만드는 법 간단 한 그릇 음식,https://www.10000recipe.com/recipe/6909229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오늘은 뭐 먹지? 초간단 제육김치,https://www.10000recipe.com/recipe/6865363,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
콜레스테롤 수치를 낮춰주는 초간단 양파 간장 볶음 만드는 법,https://www.10000recipe.com/recipe/6984643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
잘 익은 김치로 만든 매콤한 김치우동 #일품요리레시피,https://www.10000recipe.com/recipe/6957739,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"만두치즈밥 , 전자렌지 하나로 간편하게 5분완성 한끼 :)",https://www.10000recipe.com/recipe/6861939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
고추된장무침! 초간단하면서 맛있게 만드는 방법,https://www.10000recipe.com/recipe/6955357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
애호박 달걀죽,https://www.10000recipe.com/recipe/6878147,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
마늘볶음밥 (feat.베이컨) 간단 밥요리 레시피,https://www.10000recipe.com/recipe/6921894,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
깻잎 삼각전,https://www.10000recipe.com/recipe/6915017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
【편의점표】참치김치볶음 만들기~,https://www.10000recipe.com/recipe/6871728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
충청도식 애호박국수,https://www.10000recipe.com/recipe/6920958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국민 반찬 감자조림 황금레시피 완전 맛있어요~!!♡♡♡,https://www.10000recipe.com/recipe/6905019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"초간단 밥반찬 애호박 참치볶음 ,, 맛있네요~!",https://www.10000recipe.com/recipe/6870270,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 고추장삼겹살 만들기,https://www.10000recipe.com/recipe/6981029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
오픈토스트 만들기 커피프렌즈 유연석 토스트 업그레이드 버전 (w 해피콜 아이디오 에어프라이어),https://www.10000recipe.com/recipe/6909228,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
들기름 계란후라이,https://www.10000recipe.com/recipe/6984728,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"청경채 요리, 청경채겉절이 소고기랑 환상 궁합",https://www.10000recipe.com/recipe/6883577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매콤담백한 고추장달걀볶음밥 만들기,https://www.10000recipe.com/recipe/6986805,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
순두부 양념장만 올려먹어요~,https://www.10000recipe.com/recipe/6855406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"청양고추를 넣어서 매콤한 볶음우동, 쉽게 만들기",https://www.10000recipe.com/recipe/6831960,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 메추리알 새송이버섯 장조림,https://www.10000recipe.com/recipe/6919313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
강력추천하는 초간단 반찬♪ 집밥백선생 고급진 순두부 밑반찬,https://www.10000recipe.com/recipe/6882223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
소세지김치컵밥 자취생이라면 도전!,https://www.10000recipe.com/recipe/6904503,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
시원한 냉라면 간편하게 만들기,https://www.10000recipe.com/recipe/6913453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
새우볶음우동 만들기,https://www.10000recipe.com/recipe/6890306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
초간단 쉬운반찬 간장 두부조림~*,https://www.10000recipe.com/recipe/6895526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
숙주어묵볶음 : 별거 안들어갔는데 철판요리느낌?,https://www.10000recipe.com/recipe/6878807,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단하면서 맛있게 고추장 깻잎햄볶음밥,https://www.10000recipe.com/recipe/6652702,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"오이참치마요무침 - 초초간단 초초인기~[간단반찬,참치마요]",https://www.10000recipe.com/recipe/6847918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
크래미전,https://www.10000recipe.com/recipe/6867803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
KFC 콘샐러드 집에서 맛있게 만드는 법♥,https://www.10000recipe.com/recipe/6872594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
♥[신혼밥상] 10분 뚝딱! 근대된장무침,https://www.10000recipe.com/recipe/6917371,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
국물까지 싹싹 비벼먹게 만드는 마성의맛 두부조림,https://www.10000recipe.com/recipe/6909708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매력 만점 깐.풍.우.동!!!,https://www.10000recipe.com/recipe/6868045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
[에어프라이어] 간단하고 맛있는 마약 토스트 만들기,https://www.10000recipe.com/recipe/6944647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"오이고추된장무침, 간단밑반찬3분컷",https://www.10000recipe.com/recipe/6977290,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
누구나 할수있는 맛좋은 맛! 간장스팸주먹밥,https://www.10000recipe.com/recipe/6903219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 양송이브로콜리볶음,https://www.10000recipe.com/recipe/6929197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
한끼 식사로 좋아요~ 버섯 두부샐러드,https://www.10000recipe.com/recipe/6869651,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[간단 자취요리] 삼겹살에 밥 비벼먹자! 삼겹살 비빔밥 만들기 / 삼겹살 덮밥,https://www.10000recipe.com/recipe/6867735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
카레가루랑 우유만 있으면 끝! 부드러운 카레우동,https://www.10000recipe.com/recipe/6933745,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
【단시간에 깊은 맛이 일품인 김치찜 만드는 방법】,https://www.10000recipe.com/recipe/6871104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
[초간단 노오븐 디저트/간식] 가로수길 컨버세이션 케이크 만들기!,https://www.10000recipe.com/recipe/6865420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
차돌박이 배추찜 만들기! (양념장까지),https://www.10000recipe.com/recipe/6953682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
노오븐 떠 먹는 에그피자,https://www.10000recipe.com/recipe/6830359,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
전자렌지 5분 OK! 치즈 라면볶이 만들기ㅣ초간단 자취요리ㅣ,https://www.10000recipe.com/recipe/6903729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"햄,치즈 오이롤~*",https://www.10000recipe.com/recipe/6929865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
아이반찬 간장돼지불고기 만드는법,https://www.10000recipe.com/recipe/6877012,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
달걀과 간장으로 맛을 낸 단짠단짠 스팸 덮밥 만들기,https://www.10000recipe.com/recipe/6908200,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
자취생ver. 게살덮밥,https://www.10000recipe.com/recipe/6967652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진짜 자취 레시피) 핵심 일타강의 고추참치캔 볶음밥,https://www.10000recipe.com/recipe/6981303,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 계란요리 : 일본식 계란덮밥 텐신항,https://www.10000recipe.com/recipe/6926412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간장비빔국수,https://www.10000recipe.com/recipe/6887430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남은 깻잎 활용 초간단 깻잎 크래미전 만들기,https://www.10000recipe.com/recipe/6986245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
견과류 치즈를 넣은 또띠아 호떡,https://www.10000recipe.com/recipe/6843193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 10분 소세지강정,https://www.10000recipe.com/recipe/6916246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"고정틀깨는 밑반찬, 안 매운 북어채/황태채 간장양념 볶음",https://www.10000recipe.com/recipe/6882593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"인기메뉴 한그릇 혼밥 ,, 초스피드 매콤 소고기 덮밥 황금레시피 ~!",https://www.10000recipe.com/recipe/6871754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남은 치킨 간장덮밥.,https://www.10000recipe.com/recipe/6885674,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
【10분안에 근사한 메인메뉴】새콤달콤 골뱅이무침 만들기~,https://www.10000recipe.com/recipe/6882181,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
케첩으로 만드는 중독성갑 초간단 나폴리탄파스타,https://www.10000recipe.com/recipe/6928908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
불에 볶지않는 새송이버섯들깨무침 버섯반찬 전자렌지요리,https://www.10000recipe.com/recipe/6987748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
백종원 파무침,https://www.10000recipe.com/recipe/6829094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♡참치시금치전♡ 초간편 영양가득 전요리,https://www.10000recipe.com/recipe/6832407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
냉파요리 너무 맛있는 소세지콩나물찜레시피,https://www.10000recipe.com/recipe/6949828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
만두 고구마 치즈스틱,https://www.10000recipe.com/recipe/6795909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
닭가슴살 & 그린빈 / 다이어트 요리+ 일품요리 + 스피드 요리.,https://www.10000recipe.com/recipe/6903974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30초 꿀맛 간식!후니브레드 만들기,https://www.10000recipe.com/recipe/6894319,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
찬밥활용요리!씹을수록 고소한 백종원 마늘버터볶음밥 초간단 레시피,https://www.10000recipe.com/recipe/6900075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오이 와사비 무침,https://www.10000recipe.com/recipe/6909165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
집밥백선생 오이고추된장무침,https://www.10000recipe.com/recipe/6847707,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부드러운 부추 스팸햄 전,https://www.10000recipe.com/recipe/6907166,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대패삼겹살로 간단하게 덮밥 만들어먹어요!,https://www.10000recipe.com/recipe/6875329,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
늘어나는 치즈만 봐도 침샘폭발★ 컵피자,https://www.10000recipe.com/recipe/6880280,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
너무 쉬운 밑반찬~고추된장무침 만들,https://www.10000recipe.com/recipe/6908857,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
새송이버터구이 #편스토랑박솔미레시피,https://www.10000recipe.com/recipe/6974129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[간단 자취요리] 만두피 매작과 만들기,https://www.10000recipe.com/recipe/6878785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오픈 토스트 만드는법 커피프렌즈 신메뉴 에어프라이어로,https://www.10000recipe.com/recipe/6906462,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
양파샐러드:기름진 명절음식을 산뜻하게 만들어줄...,https://www.10000recipe.com/recipe/6884068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
만두 그라탕 만들기 - 밥하기 귀찮으니까 편의점 털어보자!,https://www.10000recipe.com/recipe/6867010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
간단한 볶음요리!집밥 백선생의 부추 달걀 볶음레시피! 중국식 계란볶음만들봐요~,https://www.10000recipe.com/recipe/6898178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 베이컨&양파덮밥,https://www.10000recipe.com/recipe/6862033,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 간장콩불,https://www.10000recipe.com/recipe/6942446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
밥 한솥을 다 먹어버린 ; 참치쌈장,https://www.10000recipe.com/recipe/6871622,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단하고 맛있는 해산물 오코노미야끼 만들기,https://www.10000recipe.com/recipe/6890206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
간단한 야식 '비빔만두' 만들기,https://www.10000recipe.com/recipe/6869584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"양파스크램블~유아,어린이반찬",https://www.10000recipe.com/recipe/6967429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
마늘과 버터 향이 솔솔 마늘버터 표고버섯볶음 만드는 법,https://www.10000recipe.com/recipe/6933775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
달래 오이 무침,https://www.10000recipe.com/recipe/6880362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소시지 달걀 치즈전,https://www.10000recipe.com/recipe/6914883,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
아이들반찬 들기름에 달달~볶은김치,https://www.10000recipe.com/recipe/6871285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
단짠단짠 아이간식 굿굿 ! 간장떡볶이,https://www.10000recipe.com/recipe/6934125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
고춧가루 패스~ 새콤달콤 오이무침~*,https://www.10000recipe.com/recipe/6935648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기름기 NO! 삼겹살 샐러드,https://www.10000recipe.com/recipe/6927382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"간단해도 맛은 짱, 감자 두부조림",https://www.10000recipe.com/recipe/6871272,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<마른밑반찬>황태채고추장볶음!,https://www.10000recipe.com/recipe/6983316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매운 감자조림,https://www.10000recipe.com/recipe/4663491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알배기 겉절이 - 배추 무침 만드는 법,https://www.10000recipe.com/recipe/6901022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 계란볶음밥 만들기!간단하지만 맛은 꿀맛!,https://www.10000recipe.com/recipe/6938837,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김치 볶음밥 완전 새로운 방식!,https://www.10000recipe.com/recipe/6923068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
추천하는 도시락반찬♪ 매콤어묵볶음,https://www.10000recipe.com/recipe/6879175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
매콤 소시지 맛살 볶음,https://www.10000recipe.com/recipe/6916704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"곰손도 5분이면 완성! 초간단반찬 ""참치계란전""",https://www.10000recipe.com/recipe/6915614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고추참치 하나면 맛있는 파스타가 됩니다.,https://www.10000recipe.com/recipe/6961309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
