name,address,양파,대파,계란,밥,다진마늘,당근,청양고추,오이,우유,부추,베이컨,식빵,두부,애호박,감자,어묵,깻잎,참치,콩나물,양배추,스팸,김치,팽이버섯,치즈,무,토마토,라면,새우,돼지고기,비엔나소세지,순두부,떡볶이떡,캔옥수수
감자두부국물조림:한 냄비에 찌개 하나 조림 둘,https://www.10000recipe.com/recipe/6888510,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초초간단 김치비빔국수! 10분 요리!,https://www.10000recipe.com/recipe/6837866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"마약은 불법인데,, 이거 마약아니죠? 마약토스트",https://www.10000recipe.com/recipe/6878597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김치비빔국수 황금레시피 / 여름제철요리,https://www.10000recipe.com/recipe/6894254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
백종원 오이냉국 만들기 비율만 알면 쉽죠!,https://www.10000recipe.com/recipe/6936688,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당근튀김 나만의레시피 따라하기,https://www.10000recipe.com/recipe/6985704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
치즈덕후를 위한 치즈달걀밥(치즈덮밥),https://www.10000recipe.com/recipe/6956414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
간식)고추참치주먹밥,https://www.10000recipe.com/recipe/6892458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 홍합요리 홍합무침 밥도둑이 따로없네:),https://www.10000recipe.com/recipe/6944811,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
입맛 확 사는 밑반찬꽈리고추건새우볶음,https://www.10000recipe.com/recipe/6853160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
고급져보이는 밑반찬 양송이버섯들깨볶음,https://www.10000recipe.com/recipe/6884028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
양파로 감칠맛을 올린 업그레이드버전 '소고기카레',https://www.10000recipe.com/recipe/6901111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
맛없을 수가 없는 계란볶음밥!!,https://www.10000recipe.com/recipe/6901628,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 백종원 계란국 레시피!,https://www.10000recipe.com/recipe/6968209,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
마늘 아스파라거스 버터 볶음(간편식),https://www.10000recipe.com/recipe/6955986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
코울슬로 / 양배추샐러드 만들기 - 홈파티 간단 샐러드,https://www.10000recipe.com/recipe/6901345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"초간단 요리, 전자레인지로 만든 꽈리고추 찜",https://www.10000recipe.com/recipe/6864811,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간장진미채볶음 만드는 법 부들부들해서 아이반찬으로도 좋아요 :),https://www.10000recipe.com/recipe/6880974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
외식하면 비싸용~ 초스피드 양념소갈비살 레시피^^,https://www.10000recipe.com/recipe/6890085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"스팸계란볶음밥 만드는 법, 설명절 선물받은 스팸으로 만든 간단한 한그릇요리",https://www.10000recipe.com/recipe/6884315,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
초간단 명란 볶음밥,https://www.10000recipe.com/recipe/6931760,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
냉장고 정리하기! 팽이버섯스팸볶음,https://www.10000recipe.com/recipe/6855567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
간단하게 만들기 좋은 달콤한 슈크림! 커스터드 크림 / 카스타드 크림 만들기,https://www.10000recipe.com/recipe/6898545,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안보면 후회막급-초스피드잡채 황금레시피,https://www.10000recipe.com/recipe/6870563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박지성의 추억의 계란 간장 볶음밥,https://www.10000recipe.com/recipe/6891227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 뭇국 : 고소하고 속이 시원~해요,https://www.10000recipe.com/recipe/6920868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
집에서 간편하게 먹을수 있는 소떡소떡 레시피 공개합니다,https://www.10000recipe.com/recipe/6927974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
초간단 백종원 진미채볶음 황금레시피!딱딱하지 않게 만드는 비법,https://www.10000recipe.com/recipe/6934715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원 오이냉국 여름철 필수메뉴:),https://www.10000recipe.com/recipe/6871169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"초간단 밑반찬, 햄양파볶음",https://www.10000recipe.com/recipe/6848128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"간단한 레시피, 맛은 최고! 카레 두부부침",https://www.10000recipe.com/recipe/6626592,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
밑반찬으로 좋은 김무침!,https://www.10000recipe.com/recipe/6909526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단하게 한끼 뚝딱! 새콤하고 매운 김치비빔국수:D,https://www.10000recipe.com/recipe/6905804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
고추참치로 맛있게 완성하는 김치볶음 만들기,https://www.10000recipe.com/recipe/6895807,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
고소함에 반하는 초간단 참치마요 주먹밥,https://www.10000recipe.com/recipe/6897590,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비빔국수,https://www.10000recipe.com/recipe/6883526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
초간단간식 치즈떡꼬치 만들기,https://www.10000recipe.com/recipe/6829623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
간단아침메뉴~ 팽이버섯 스크램블!,https://www.10000recipe.com/recipe/6927432,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"도시락반찬으로도 좋은 간단 밑반찬, 양배추참치볶음 만들기",https://www.10000recipe.com/recipe/6947504,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한국 끓이기 - 콩나물김치국 끓여보았어요~~~,https://www.10000recipe.com/recipe/6860248,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
아주 간단한 빵 만들기,https://www.10000recipe.com/recipe/6906776,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
반찬 걱정 없는 한그릇요리 : 가지덮밥 레시피,https://www.10000recipe.com/recipe/6927734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
전자레인지 4분 콩나물무침,https://www.10000recipe.com/recipe/6890353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
냉동만두의 색다른 변신2탄 초간단 크림만두,https://www.10000recipe.com/recipe/6870865,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
고깃집에서 먹던 '양파 간장소스'황금 레시피,https://www.10000recipe.com/recipe/6901103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
집밥 백선생 양파덮밥: 명절음식 만들다 식구들 음식차리기 힘드시죠?그럴 때...!,https://www.10000recipe.com/recipe/6856967,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
햇감자로 아이들이 좋아하는 비엔나감자조림 만들었어요,https://www.10000recipe.com/recipe/6851533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
맛좋은 다이어트건강음식 오리현미볶음밥!,https://www.10000recipe.com/recipe/6845360,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
박막례할머니 간장비빔국수,https://www.10000recipe.com/recipe/6923375,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자레인지 계란찜,https://www.10000recipe.com/recipe/6948438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쉽고 간단한 어묵볶음밥,https://www.10000recipe.com/recipe/6943848,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 스팸달걀볶음밥,https://www.10000recipe.com/recipe/6929769,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
깨쟁이요리 비빔국수 야식만들기,https://www.10000recipe.com/recipe/6883001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
【초간단】맑은 콩나물국 만들기~,https://www.10000recipe.com/recipe/6876854,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
두부면 낫또 스파게티,https://www.10000recipe.com/recipe/6956990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"돼지고기요리 :: 항정살된장구이 레시피♥ ⓦ맛있는 된장, 현정옥 재래된장",https://www.10000recipe.com/recipe/6846233,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
초간단 매일 생각나는 꿀맛 마약토스트 만들기,https://www.10000recipe.com/recipe/6948170,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
달걀 참치전,https://www.10000recipe.com/recipe/6901565,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
암예방레시피 계란볶음밥 만들기 제철 오이요리,https://www.10000recipe.com/recipe/6917843,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제철 부추 계란 볶음 초간단요리,https://www.10000recipe.com/recipe/6895138,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양파와 베이컨으로 초간단 덮밥만들기! 베이컨양파덮밥,https://www.10000recipe.com/recipe/6888483,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
에어프라이어로 바삭바삭 초간단 멸치볶음,https://www.10000recipe.com/recipe/6913141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
애호박볶음 / 아삭아삭 감칠맛나는 초간단 호박 밑반찬,https://www.10000recipe.com/recipe/6970951,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
물만두달걀국 - 간단국으로 딱 좋은 메뉴,https://www.10000recipe.com/recipe/6857961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간장계란밥 레시피 10분이면 완성~,https://www.10000recipe.com/recipe/6893429,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
깻잎찜 만드는법 전자렌지로 간편하게,https://www.10000recipe.com/recipe/6900716,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(초간단 반찬) 고기와 잘 어울리는 부추무침 - 부추요리,https://www.10000recipe.com/recipe/6869662,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#훈제오리부추무침 [간단술안주,부추양파겉절이]",https://www.10000recipe.com/recipe/6920764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원 오징어볶음 레시피,https://www.10000recipe.com/recipe/6835516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
불없이 전자렌지 치즈 계란밥 만들기,https://www.10000recipe.com/recipe/6925542,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
건강+꿀맛+간단 대세 혼밥! 명란아보카도비빔밥,https://www.10000recipe.com/recipe/6874482,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
배추 순두부 계란탕~초스피드 완전 간단해요,https://www.10000recipe.com/recipe/6951375,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
초간단 훈제 닭가슴살 볶음~*,https://www.10000recipe.com/recipe/6876256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
콩나물밥 양념장 만들기 (초간단),https://www.10000recipe.com/recipe/6950226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 애호박새송이볶음,https://www.10000recipe.com/recipe/6914040,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
손쉬운 한그릇! 부추달걀볶음 + 간장밥,https://www.10000recipe.com/recipe/6850366,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초간단 미역 겨자 냉채,https://www.10000recipe.com/recipe/6890589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
한정식 식당 느낌 그대로~ 초.간.단!!! 느타리버섯 들깨무침 만들기,https://www.10000recipe.com/recipe/6873274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
시금치 샐러드 with 토마토 발사믹 드레싱 만들기,https://www.10000recipe.com/recipe/6952167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
달콤한 식빵바나나롤 뚝딱 만들기,https://www.10000recipe.com/recipe/6829813,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백종원 진미채 막 집어먹게 되네요 10분만에 만드는 부드러운 맛의 비결은 이거예요,https://www.10000recipe.com/recipe/6945069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
요리초보도 할수있는 비름나물무침~,https://www.10000recipe.com/recipe/6915809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[1인 가구 요리] 10분만에 완성하는 백종원 간장비빔국수 만들기,https://www.10000recipe.com/recipe/6975764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
두부덮밥,https://www.10000recipe.com/recipe/6905015,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
바삭 3층치즈 쭈~욱 토스트,https://www.10000recipe.com/recipe/6914292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5분완성 밥도둑 반찬 백종원 김무침 레시피,https://www.10000recipe.com/recipe/6896723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자렌지로 가지찜 만들기 쉽고 간단한 10분밑반찬요리입니다.,https://www.10000recipe.com/recipe/6921652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 스팸마요덮밥 레시피 !!,https://www.10000recipe.com/recipe/6932509,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
백종원 참치쌈장만들기,https://www.10000recipe.com/recipe/6908265,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한그릇 계란/장조림 덮밥,https://www.10000recipe.com/recipe/6903096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(초간단)겉은바삭 속은 쭉쭉 너무나도 고소한 치즈스틱♬ /치즈스틱 만드는법/,https://www.10000recipe.com/recipe/6876014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단하게 무쳐 먹는 초스피드 반찬! 상추 겉절이,https://www.10000recipe.com/recipe/6867913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
치즈롤식빵,https://www.10000recipe.com/recipe/6837330,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
김무침,https://www.10000recipe.com/recipe/6987627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단간식-식빵 고구마 피자 만들기,https://www.10000recipe.com/recipe/6947582,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
원푸드 반찬 물미역 하나면 끝,https://www.10000recipe.com/recipe/6900721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미나리오이무침~상큼하게 아삭하게!,https://www.10000recipe.com/recipe/6956136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
<대용량 반찬>햇양파로 상큼하게 아삭하게 양파피클!,https://www.10000recipe.com/recipe/6929425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"미소된장국 만들기, 간단한 아침국으로 딱 좋아요 :)",https://www.10000recipe.com/recipe/6884348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
아이들반찬 밑반찬으로 손이 자꾸가는 베이컨감자볶음,https://www.10000recipe.com/recipe/6909279,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전자렌지를 이용한 가지무침,https://www.10000recipe.com/recipe/6910298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5분이면 만드는 순두부찌개 (feat.고추참치),https://www.10000recipe.com/recipe/6978593,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
집밥백선생 토마토살사소스,https://www.10000recipe.com/recipe/6833384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10분이면 뚝딱! 초간단 계란볶음밥 / 달걀볶음밥,https://www.10000recipe.com/recipe/6869698,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
두부김치 덮밥,https://www.10000recipe.com/recipe/6868051,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
감자전 만드는법 백종원 레시피로 만든 감자채전,https://www.10000recipe.com/recipe/6903807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아삭아삭한 콩나물무침 만드는법,https://www.10000recipe.com/recipe/5173585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
콩나물/ 아삭 아삭 하게 만드는법/아이들반찬,https://www.10000recipe.com/recipe/6851486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
자취생 간단 요리 계란스팸볶음밥 만들기 혼밥 메뉴로 추천합니다.,https://www.10000recipe.com/recipe/6955789,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
초간단 반찬 [단무지무침],https://www.10000recipe.com/recipe/6868308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 대패삼겹살 숙주찜,https://www.10000recipe.com/recipe/6927753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
와사비들깨드레싱 사과오이샐러드,https://www.10000recipe.com/recipe/6837072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
봄에만 맛볼수 있는 알싸한 풋마늘무침,https://www.10000recipe.com/recipe/6867265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알리오올리옹골레♥스파게티♥간단스파게티로 맛난 브런치~~,https://www.10000recipe.com/recipe/6930644,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단한 아이반찬 어묵햄볶음 만들기,https://www.10000recipe.com/recipe/6873774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
참치야채비빔밥,https://www.10000recipe.com/recipe/6950131,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간단요리 계란 스팸볶음밥 혼밥 자취레시피,https://www.10000recipe.com/recipe/6919758,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
상추겉절이 만들기 언제 먹어도 항상 맛있어요 :),https://www.10000recipe.com/recipe/6926249,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아이스두유라떼 소이라떼 만드는법,https://www.10000recipe.com/recipe/6983184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♥[신혼밥상] 사색빛깔 비빔밥,https://www.10000recipe.com/recipe/6923017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
보들보들 꼬소한 백종원 참기름달걀라면 만들기 :),https://www.10000recipe.com/recipe/6938923,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
환상의 커플 마늘과 치즈! 찰떡궁합으로 ㅇㅈㅇㅈ?? 마늘빵치즈토스트,https://www.10000recipe.com/recipe/6876841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
간단하면서도 맛내기 쉬운 양파 두부 간장조림,https://www.10000recipe.com/recipe/6861139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[국] 애호박 어묵국,https://www.10000recipe.com/recipe/6842332,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
